Time (s),ESC signal (µs),Thrust (gf)
1.4055,0,0.304932178
1.421995,0,0.304932178
1.437655,0,0.304932178
1.456945,0,0.304932178
1.47354,0,0.342019336
1.489615,0,0.342019336
1.50545,0,0.342019336
1.520625,0,0.342019336
1.53665,0,0.342019336
1.554065,0,0.342019336
1.569745,0,0.342019336
1.585525,0,0.342019336
1.60305,0,0.342019336
1.620275,0,0.356802331
1.635525,0,0.356802331
1.653175,0,0.356802331
1.66853,0,0.356802331
1.683595,0,0.356802331
1.701035,0,0.356802331
1.71662,0,0.356802331
1.732405,0,0.356802331
1.747535,0,0.356802331
1.76367,0,-0.079699167
1.783145,0,-0.079699167
1.798825,0,-0.079699167
1.81481,0,-0.079699167
1.83075,0,-0.079699167
1.84581,0,-0.079699167
1.86178,0,-0.079699167
1.880045,0,-0.079699167
1.89737,0,-0.079699167
1.91374,0,-0.269122796
1.930605,0,-0.269122796
1.94845,0,-0.269122796
1.96384,0,-0.269122796
1.980165,0,-0.269122796
1.9958,0,-0.269122796
2.010515,0,-0.269122796
2.02769,0,-0.269122796
2.042805,0,-0.269122796
2.05869,0,-0.163068606
2.074585,0,-0.163068606
2.089775,0,-0.163068606
2.107085,0,-0.163068606
2.12286,0,-0.163068606
2.13876,0,-0.163068606
2.154715,0,-0.163068606
2.16983,0,-0.163068606
2.18576,0,-0.163068606
2.2027,0,-0.163068606
2.217895,0,0.75435066
2.232795,0,0.75435066
2.24772,0,0.75435066
2.26533,0,0.75435066
2.28246,0,0.75435066
2.29777,0,0.75435066
2.313765,0,0.75435066
2.33006,0,0.75435066
2.34775,0,0.75435066
2.36384,0,0.271078133
2.37895,0,0.271078133
2.394885,0,0.271078133
2.41095,0,0.271078133
2.43017,0,0.271078133
2.44591,0,0.271078133
2.46188,0,0.271078133
2.479305,0,0.271078133
2.494945,0,0.271078133
2.50987,0,0.405997219
2.529145,0,0.405997219
2.54593,0,0.405997219
2.561585,0,0.405997219
2.57896,0,0.405997219
2.59673,0,0.405997219
2.6119,0,0.405997219
2.62801,0,0.405997219
2.643865,0,0.405997219
2.660665,0,0.209480017
2.67807,0,0.209480017
2.693155,0,0.209480017
2.708875,0,0.209480017
2.72644,0,0.209480017
2.743175,0,0.209480017
2.760965,0,0.209480017
2.77871,0,0.209480017
2.79389,0,0.209480017
2.809995,0,0.36141661
2.827655,0,0.36141661
2.844005,0,0.36141661
2.859965,0,0.36141661
2.87801,0,0.36141661
2.89415,0,0.36141661
2.91159,0,0.36141661
2.927145,0,0.36141661
2.94209,0,0.36141661
2.95808,0,0.23123896
2.97624,0,0.23123896
2.99211,0,0.23123896
3.008075,0,0.23123896
3.02633,0,0.23123896
3.044805,0,0.23123896
3.06226,0,0.23123896
3.08137,0,0.23123896
3.098075,0,0.23123896
3.114145,0,0.175144129
3.131975,0,0.175144129
3.14826,0,0.175144129
3.164255,0,0.175144129
3.18159,0,0.175144129
3.19724,0,0.175144129
3.21411,0,0.175144129
3.23035,0,0.175144129
3.245175,0,0.175144129
3.261255,0,-0.044472638
3.27966,0,-0.044472638
3.29533,0,-0.044472638
3.31115,0,-0.044472638
3.32787,0,-0.044472638
3.3444,0,-0.044472638
3.36027,0,-0.044472638
3.378995,0,-0.044472638
3.39416,0,-0.044472638
3.40918,0,-0.157698662
3.42421,0,-0.157698662
3.44032,0,-0.157698662
3.456255,0,-0.157698662
3.476875,0,-0.157698662
3.49341,0,-0.157698662
3.50826,0,-0.157698662
3.524475,0,-0.157698662
3.54254,0,-0.157698662
3.55928,0,-0.205516587
3.576555,0,-0.205516587
3.5923,0,-0.205516587
3.607145,0,-0.205516587
3.622245,0,-0.205516587
3.63837,0,-0.205516587
3.656285,0,-0.205516587
3.672465,0,-0.205516587
3.68745,0,-0.205516587
3.706785,0,0.114799899
3.722455,0,0.114799899
3.73841,0,0.114799899
3.75545,0,0.114799899
3.77193,0,0.114799899
3.787485,0,0.114799899
